employee_id,week_number,burnout_label,tasks_planned,tasks_completed,completion_rate,rework_count,focus_sessions,avg_focus_duration,context_switches,idle_time_mins,work_hours_per_day,after_hours_logins,breaks_taken,weekend_work_days,error_rate,submission_delays,revision_requests,mental_fatigue_score
E017,9,Medium,13,8,0.684,1,4,31.3,11,91.8,10.4,2,1,1,0.227,3,4,5.6
E017,10,Medium,13,8,0.671,1,4,44.9,13,82.7,11.9,2,2,0,0.169,3,4,4.4
E017,11,Medium,15,11,0.768,1,3,30.4,9,87.6,11.7,3,1,0,0.159,3,3,5.9
E017,12,High,16,5,0.355,2,2,25.5,17,119.8,12.6,7,0,1,0.49,5,6,9.6
E017,13,High,13,7,0.584,2,2,17.1,21,144.2,13.2,5,1,2,0.33,5,7,9.2
E017,14,High,16,7,0.446,3,1,18.1,17,153.0,10.5,5,1,2,0.498,5,7,8.5
E017,15,High,11,6,0.559,1,1,22.7,17,160.3,13.7,5,0,1,0.319,4,6,10.0
E017,16,High,8,3,0.495,0,2,23.1,15,172.2,13.5,7,1,1,0.305,4,5,7.1
E018,1,Low,14,12,0.872,0,4,73.5,5,23.3,7.9,0,3,0,0.051,1,0,1.6
E018,2,Low,10,9,0.984,0,6,110.8,2,16.8,8.6,1,5,0,0.053,0,0,1.5
E018,3,Low,11,10,0.939,0,5,72.4,2,14.6,7.6,0,3,0,0.048,0,1,2.7
E018,4,Low,16,15,0.954,1,5,109.5,3,35.0,8.1,1,5,0,0.076,0,1,2.1
E018,5,Low,10,8,0.85,0,4,63.7,3,2.2,8.9,0,5,0,0.038,0,1,1.5
E018,6,Low,10,8,0.858,0,5,103.9,5,29.7,8.7,0,4,0,0.038,1,0,2.4
E018,7,Medium,17,11,0.685,2,3,40.1,12,88.4,12.0,3,1,1,0.189,2,4,4.8
E018,8,Medium,12,9,0.785,1,4,38.1,11,75.0,11.9,3,2,0,0.154,3,4,5.4
E018,9,Medium,8,6,0.756,1,2,45.4,6,50.3,11.9,4,2,1,0.205,3,4,4.9
E018,10,Medium,8,5,0.673,0,3,51.9,11,60.7,9.1,2,1,0,0.152,3,2,5.7
E018,11,Medium,11,8,0.788,1,4,43.1,13,69.8,10.1,4,2,1,0.158,3,3,4.0
E018,12,High,12,4,0.342,1,2,24.1,19,167.5,10.4,7,0,1,0.427,4,5,8.6
E018,13,High,11,5,0.472,1,1,19.6,21,114.3,13.2,7,0,2,0.307,6,6,9.4
E018,14,High,11,5,0.513,1,2,27.4,16,140.1,10.3,6,1,1,0.393,6,7,8.9
E018,15,High,12,6,0.529,2,2,13.7,17,123.0,11.2,7,1,1,0.484,4,5,9.6
E018,16,High,11,3,0.323,0,1,17.1,15,134.6,12.7,5,0,2,0.301,6,8,9.9
E019,1,Low,15,14,0.951,0,6,67.0,4,16.7,8.5,1,3,0,0.04,0,1,2.8
E019,2,Low,8,6,0.86,0,4,118.6,3,38.8,7.2,1,3,0,0.064,1,1,1.8
E019,3,Low,13,11,0.91,0,6,96.3,3,19.3,7.5,1,4,0,0.061,1,0,2.2
E019,4,Low,17,14,0.86,0,4,65.5,5,18.3,7.2,1,4,0,0.058,1,0,1.7
E019,5,Low,13,11,0.918,0,5,78.8,5,10.0,7.0,1,3,0,0.027,0,1,2.2
E019,6,Low,11,10,0.991,0,4,72.2,3,25.0,7.7,0,3,0,0.021,1,0,1.5
E019,7,Medium,10,8,0.829,0,3,42.0,10,77.0,11.2,3,2,1,0.115,3,4,4.9
E019,8,Medium,16,13,0.819,1,2,57.4,9,91.7,11.5,4,1,0,0.101,3,2,5.1
E019,9,Medium,9,6,0.696,0,2,32.7,6,89.1,9.2,4,2,0,0.153,3,2,4.2
E019,10,Medium,11,7,0.662,1,2,42.7,11,76.4,11.0,3,2,1,0.15,3,3,4.8
E019,11,Medium,13,10,0.827,1,2,53.6,8,77.0,11.2,4,2,1,0.11,3,2,5.8
E019,12,High,13,7,0.572,2,1,15.4,17,173.2,13.4,6,1,1,0.364,4,6,7.7
E019,13,High,13,5,0.445,2,2,20.7,16,174.9,10.3,6,0,2,0.446,5,5,7.6
E019,14,High,12,5,0.471,1,1,19.4,21,174.2,10.4,7,0,2,0.253,4,5,9.8
E019,15,High,15,5,0.355,1,1,25.7,17,153.1,13.5,5,0,2,0.362,4,5,7.9
E019,16,High,8,3,0.488,1,1,17.1,20,106.1,13.5,5,0,2,0.478,4,8,8.9
E020,1,Low,17,15,0.926,0,6,73.9,2,4.1,7.8,0,3,0,0.05,1,0,2.7
E020,2,Low,14,13,0.983,0,6,87.7,3,17.6,8.2,0,5,0,0.06,0,1,2.4
E020,3,Low,17,15,0.914,0,6,60.1,3,21.3,8.6,1,4,0,0.052,1,0,1.8
E020,4,Low,10,9,0.982,0,5,81.3,5,23.3,7.2,1,5,0,0.035,0,0,1.8
E020,5,Low,17,15,0.9,1,5,117.6,5,39.4,7.8,0,4,0,0.072,0,1,1.8
E020,6,Low,14,12,0.876,0,5,79.7,2,34.8,8.3,1,5,0,0.027,0,0,1.2
E020,7,Medium,16,10,0.677,2,3,45.4,10,63.5,11.7,4,2,0,0.243,2,2,5.2
E020,8,Medium,13,10,0.778,2,4,46.8,10,53.3,11.1,2,2,1,0.205,3,2,4.9
E020,9,Medium,16,12,0.81,1,4,33.8,11,87.5,10.4,4,1,1,0.161,2,4,4.0
E020,10,Medium,9,7,0.803,1,4,38.4,7,44.0,11.6,4,1,1,0.245,3,2,6.0
E020,11,Medium,11,7,0.721,0,2,59.7,9,99.8,10.7,2,1,0,0.111,3,4,5.4
E020,12,High,9,4,0.458,1,2,10.9,20,156.7,10.0,7,1,2,0.461,4,8,8.9
E020,13,High,12,6,0.563,2,1,11.0,17,161.3,12.3,5,1,1,0.338,5,8,7.4
E020,14,High,17,6,0.37,2,2,24.8,20,153.0,11.4,6,0,2,0.477,6,7,8.8
E020,15,High,9,5,0.602,1,1,20.8,19,112.5,11.9,5,0,2,0.347,6,5,7.7
E020,16,High,8,3,0.444,1,2,24.5,16,115.0,10.3,6,1,2,0.361,6,6,9.9
E021,1,Low,11,9,0.891,0,5,92.0,4,37.6,8.3,0,4,0,0.036,1,0,2.4
E021,2,Low,8,7,0.974,0,5,99.7,4,32.9,7.9,0,4,0,0.067,1,0,2.5
E021,3,Low,13,11,0.915,0,4,87.8,3,1.3,8.8,0,5,0,0.053,1,1,2.3
E021,4,Low,13,11,0.914,0,5,113.3,5,29.4,7.9,0,4,0,0.026,1,0,2.6
E021,5,Low,8,6,0.864,0,6,116.0,4,32.3,8.7,0,5,0,0.034,0,1,1.8
E021,6,Low,9,8,0.994,0,6,81.6,4,16.2,7.0,1,3,0,0.034,1,0,2.5
E021,7,Medium,10,7,0.784,1,4,55.1,8,40.3,11.8,2,1,0,0.188,2,2,5.3
E021,8,Medium,10,7,0.734,1,3,34.2,6,53.7,10.8,4,2,1,0.151,2,4,4.4
E021,9,Medium,9,6,0.734,1,3,49.5,6,67.7,11.8,3,1,1,0.168,3,4,5.4
E021,10,Medium,11,7,0.671,0,4,35.0,10,43.3,10.9,2,1,1,0.141,2,2,5.3
E021,11,Medium,15,10,0.729,2,3,43.7,12,67.2,11.8,3,2,1,0.217,2,4,5.4
E021,12,High,15,8,0.573,3,2,28.2,17,139.1,11.6,5,1,1,0.458,5,8,7.2
E021,13,High,15,4,0.332,1,1,11.0,21,105.3,10.9,5,1,2,0.47,5,6,8.8
E021,14,High,12,4,0.367,1,1,26.0,21,164.2,14.0,5,1,1,0.406,6,5,8.4
E021,15,High,17,5,0.321,1,2,17.0,18,178.0,13.3,6,1,1,0.271,6,6,7.2
E021,16,High,15,5,0.378,2,2,11.1,21,108.1,10.7,5,1,1,0.496,4,8,7.3
E022,1,Low,11,9,0.873,0,6,79.6,5,8.8,7.0,1,5,0,0.042,1,0,1.6
E022,2,Low,12,10,0.882,0,5,113.9,3,13.7,8.7,0,5,0,0.026,0,0,2.4
E022,3,Low,17,15,0.922,1,5,90.3,3,12.5,7.0,1,4,0,0.073,0,0,3.0
E022,4,Low,14,13,0.973,0,5,76.9,3,18.3,8.5,1,4,0,0.06,1,0,2.7
E022,5,Low,10,9,0.976,0,4,105.9,5,14.9,7.4,1,3,0,0.064,0,1,2.0
E022,6,Low,8,7,0.949,0,4,111.6,3,4.9,8.4,0,3,0,0.051,1,0,2.8
E022,7,Medium,15,10,0.683,2,4,52.1,9,69.4,10.9,4,2,0,0.211,2,3,4.3
E022,8,Medium,10,6,0.685,1,3,55.6,8,51.0,11.5,3,2,0,0.186,2,3,4.3
E022,9,Medium,11,9,0.828,0,4,40.1,8,90.7,11.4,3,2,0,0.104,2,3,5.0
E022,10,Medium,15,10,0.697,1,3,52.6,10,92.2,11.4,2,1,1,0.14,2,4,4.4
E022,11,Medium,14,10,0.742,1,3,58.5,12,57.5,9.6,3,1,0,0.188,2,2,5.5
E022,12,High,14,6,0.466,2,2,20.3,19,180.0,13.1,5,1,2,0.369,6,5,9.3
E022,13,High,13,6,0.52,1,1,22.3,14,137.5,13.1,5,0,2,0.259,4,5,8.3
E022,14,High,15,9,0.639,4,2,10.5,15,117.2,11.3,5,0,2,0.479,6,6,9.1
E022,15,High,9,3,0.368,1,1,25.0,16,152.1,10.8,6,0,1,0.391,6,8,8.2
E022,16,High,10,4,0.408,1,1,26.5,19,107.0,11.1,7,0,2,0.258,6,6,9.0
E023,1,Low,8,7,0.946,0,6,96.7,4,7.7,7.6,1,5,0,0.056,1,1,1.7
E023,2,Low,15,13,0.892,0,5,87.3,3,28.6,8.4,0,4,0,0.068,1,0,1.3
E023,3,Low,15,13,0.916,0,4,65.3,5,33.4,8.9,1,4,0,0.076,1,0,1.2
E023,4,Low,15,14,0.939,0,6,118.1,2,36.5,7.4,1,4,0,0.024,0,1,2.3
E023,5,Low,9,8,0.937,0,6,77.7,4,30.3,7.1,0,5,0,0.033,0,1,1.8
E023,6,Low,12,11,0.978,0,5,113.7,4,11.8,7.6,1,3,0,0.046,1,1,2.9
E023,7,Medium,12,8,0.732,1,2,54.7,10,84.1,10.6,3,1,0,0.242,3,4,4.9
E023,8,Medium,14,10,0.761,2,3,46.4,6,42.7,9.7,4,2,0,0.24,3,4,5.1
E023,9,Medium,13,10,0.783,1,3,46.8,9,40.6,11.5,2,2,0,0.115,2,4,4.7
E023,10,Medium,15,10,0.691,1,2,56.9,7,84.3,9.1,3,1,1,0.133,2,3,5.6
E023,11,Medium,16,11,0.706,1,2,37.4,9,99.0,9.8,4,2,0,0.136,3,4,4.2
E023,12,High,10,5,0.535,2,1,14.4,18,149.1,11.0,7,1,2,0.474,6,5,7.2
E023,13,High,15,6,0.419,2,2,13.2,14,126.3,10.8,5,1,1,0.34,4,6,8.7
E023,14,High,9,5,0.575,2,2,25.2,18,136.7,11.2,7,1,2,0.42,5,5,8.3
E023,15,High,14,4,0.311,1,1,16.2,19,112.9,12.6,6,1,1,0.482,5,5,7.7
E023,16,High,9,4,0.474,1,1,28.8,17,155.5,12.6,7,1,2,0.458,4,5,8.1
E024,1,Low,11,9,0.866,0,4,91.9,5,26.3,7.1,0,4,0,0.031,0,1,2.7
E024,2,Low,15,13,0.913,1,4,102.6,4,9.3,8.0,0,5,0,0.077,0,1,2.8
E024,3,Low,9,8,0.92,0,6,98.1,2,11.4,7.2,1,4,0,0.023,0,0,1.8
E024,4,Low,15,14,0.974,1,4,99.5,3,21.6,8.7,1,3,0,0.075,1,1,2.7
E024,5,Low,11,10,0.932,0,4,78.5,5,8.6,8.8,0,5,0,0.07,0,0,2.4
E024,6,Low,10,8,0.885,0,6,80.7,3,32.8,7.9,0,4,0,0.067,0,0,3.0
E024,7,Medium,14,11,0.84,2,4,43.8,7,47.2,11.8,4,2,0,0.233,2,4,5.0
E024,8,Medium,10,7,0.729,1,3,35.1,13,66.5,11.4,3,1,1,0.159,2,4,4.0
E024,9,Medium,17,12,0.764,1,3,32.3,8,41.4,11.5,2,1,0,0.14,3,3,5.9
E024,10,Medium,17,14,0.826,1,4,31.2,6,40.6,11.6,4,2,1,0.102,3,4,4.6
E024,11,Medium,15,11,0.762,2,2,47.0,11,72.7,9.8,4,1,0,0.213,2,4,5.0
E024,12,High,12,3,0.332,0,1,26.6,14,117.7,11.3,5,1,1,0.272,5,5,8.9
E024,13,High,17,5,0.328,1,2,16.6,20,104.1,12.0,5,0,1,0.371,6,6,8.7
E024,14,High,10,3,0.371,1,1,25.2,17,143.8,12.9,7,1,2,0.352,5,5,9.5
E024,15,High,16,8,0.537,2,1,14.9,19,120.8,13.5,7,1,1,0.307,6,6,7.7
E024,16,High,17,5,0.348,2,2,26.5,15,103.6,12.6,7,0,2,0.418,4,8,7.2
E025,1,Low,9,8,0.917,0,6,119.3,4,6.8,7.7,0,3,0,0.05,0,0,3.0
E025,2,Low,14,12,0.915,0,5,85.6,5,26.6,8.0,1,4,0,0.021,0,0,1.6
E025,3,Low,17,14,0.865,0,6,61.0,3,10.1,7.9,0,3,0,0.059,0,1,2.6
E025,4,Low,9,8,0.98,0,6,67.6,5,3.7,8.9,0,5,0,0.061,0,1,2.2
E025,5,Low,17,15,0.936,0,5,82.7,5,30.7,7.5,1,4,0,0.034,0,1,2.5
E025,6,Low,15,13,0.888,1,5,67.9,3,4.9,8.4,0,3,0,0.08,1,1,2.2
E025,7,Medium,16,10,0.674,1,3,30.4,13,88.4,11.5,4,2,1,0.164,3,3,4.6
E025,8,Medium,17,14,0.833,1,2,54.2,10,74.6,10.7,2,2,1,0.113,3,3,5.6
E025,9,Medium,9,6,0.727,1,3,51.4,9,83.6,11.4,2,2,1,0.219,2,2,5.4
E025,10,Medium,8,6,0.76,1,4,30.0,8,44.9,11.8,2,2,0,0.189,2,3,5.5
E025,11,Medium,14,10,0.776,1,3,33.8,11,48.1,9.3,2,2,0,0.175,2,2,5.8
E025,12,High,11,6,0.548,1,1,16.0,16,100.0,12.8,5,1,1,0.287,5,7,9.4
E025,13,High,14,6,0.492,1,1,21.1,20,143.9,11.5,5,0,2,0.306,6,5,7.9
E025,14,High,8,2,0.328,0,1,29.7,21,132.4,10.4,7,1,2,0.366,6,6,8.4
E025,15,High,11,4,0.437,1,1,27.2,21,125.2,10.5,7,1,1,0.417,4,8,9.3
E025,16,High,10,4,0.445,1,1,24.6,18,162.4,12.7,5,1,2,0.361,4,5,9.5
E026,1,Low,14,12,0.884,0,5,91.4,4,19.1,8.2,1,3,0,0.025,0,1,1.2
E026,2,Low,8,7,0.885,0,5,77.7,4,1.7,8.0,1,4,0,0.035,1,0,2.2
E026,3,Low,10,9,0.997,0,6,68.1,4,14.6,8.3,0,3,0,0.062,1,1,1.7
E026,4,Low,8,7,0.987,0,5,103.9,5,2.3,8.5,1,4,0,0.04,1,1,1.8
E026,5,Low,10,9,0.951,0,5,84.7,3,22.0,8.6,1,5,0,0.078,1,0,1.1
E026,6,Low,16,13,0.862,0,5,69.7,3,20.0,7.2,1,4,0,0.076,0,0,1.9
E026,7,Medium,8,5,0.729,0,3,48.4,10,66.5,10.9,3,2,0,0.162,2,3,4.3
E026,8,Medium,13,8,0.679,1,3,37.9,13,74.9,10.2,2,1,1,0.159,3,2,5.2
E026,9,Medium,16,10,0.661,1,2,31.3,7,92.3,10.7,2,2,0,0.144,3,4,5.4
E026,10,Medium,13,9,0.725,2,2,34.3,12,92.2,10.1,2,1,0,0.241,3,4,5.0
E026,11,Medium,15,11,0.741,2,3,40.8,7,56.6,11.8,2,1,1,0.248,3,2,4.8
E026,12,High,16,9,0.573,4,1,20.3,20,179.7,10.0,6,0,2,0.452,5,6,7.1
E026,13,High,9,5,0.597,1,2,26.3,14,145.4,11.4,6,1,1,0.345,5,6,8.8
E026,14,High,13,5,0.43,1,1,28.1,17,103.9,13.3,7,1,2,0.338,4,8,8.7
E026,15,High,13,5,0.458,1,1,22.0,20,119.8,13.5,7,1,2,0.305,6,5,8.7
E026,16,High,17,5,0.32,2,1,25.8,18,141.9,10.9,7,1,1,0.406,6,7,7.4
E027,1,Low,11,9,0.88,0,6,95.9,5,15.9,8.0,0,5,0,0.043,0,1,1.3
E027,2,Low,13,11,0.851,0,6,64.3,4,20.8,9.0,0,4,0,0.078,0,0,1.2
E027,3,Low,16,15,0.973,0,5,92.5,2,18.0,7.7,1,4,0,0.047,0,0,2.9
E027,4,Low,9,7,0.869,0,5,105.4,3,9.8,7.7,0,4,0,0.061,0,0,1.3
E027,5,Low,17,16,0.951,0,6,100.2,4,13.2,8.5,0,3,0,0.021,0,1,1.1
E027,6,Low,9,8,0.94,0,6,83.6,2,6.8,7.1,1,5,0,0.032,1,0,1.2
E027,7,Medium,14,10,0.769,1,4,53.5,8,59.5,11.1,3,2,0,0.134,2,2,4.8
E027,8,Medium,12,9,0.766,1,3,35.8,9,83.9,10.3,4,1,0,0.178,3,2,4.4
E027,9,Medium,15,11,0.781,1,3,49.6,13,72.9,10.2,4,2,1,0.109,3,4,4.8
E027,10,Medium,9,6,0.68,0,4,47.2,7,94.4,12.0,2,2,0,0.145,2,4,5.4
E027,11,Medium,11,8,0.759,1,2,49.7,12,73.2,10.7,3,2,0,0.224,2,3,4.9
E027,12,High,8,4,0.538,1,1,23.9,18,133.0,10.8,5,0,1,0.283,4,6,8.3
E027,13,High,14,7,0.536,1,2,15.8,15,133.2,13.6,5,1,2,0.256,5,6,9.8
E027,14,High,9,4,0.495,1,1,11.8,15,157.2,11.4,5,0,2,0.411,4,5,8.5
E027,15,High,15,9,0.603,2,2,22.5,20,134.4,13.0,7,0,1,0.332,4,6,7.5
E027,16,High,11,4,0.384,1,2,18.7,18,147.0,11.7,5,1,1,0.272,5,6,8.6
E028,1,Low,16,14,0.937,0,4,108.7,4,15.5,8.7,0,3,0,0.038,0,1,1.7
E028,2,Low,10,9,0.983,0,6,99.8,4,26.5,8.4,0,4,0,0.064,0,0,1.3
E028,3,Low,17,14,0.857,1,5,63.4,3,10.2,7.4,0,4,0,0.072,1,0,2.3
E028,4,Low,12,11,0.987,0,4,105.6,3,27.2,8.9,0,5,0,0.025,0,1,1.7
E028,5,Low,13,12,0.965,0,4,69.1,5,15.7,7.3,1,3,0,0.064,0,1,1.4
E028,6,Low,15,13,0.905,0,6,85.6,3,12.5,8.3,1,5,0,0.02,1,0,2.8
E028,7,Medium,13,10,0.807,1,4,52.5,12,85.9,9.4,4,2,1,0.157,2,2,4.1
E028,8,Medium,9,6,0.671,1,3,39.5,9,69.1,10.6,2,1,0,0.229,3,2,5.8
E028,9,Medium,10,8,0.83,1,2,39.8,12,70.0,10.9,3,1,0,0.146,3,4,4.4
E028,10,Medium,15,12,0.831,1,2,50.5,12,85.1,11.4,3,1,0,0.12,2,2,5.5
E028,11,Medium,17,13,0.773,2,4,56.2,11,58.4,11.6,2,1,1,0.227,3,4,4.3
E028,12,High,10,4,0.487,1,2,18.0,18,140.9,12.4,7,1,1,0.495,6,8,9.8
E028,13,High,9,5,0.585,1,1,24.1,18,129.0,13.5,7,1,2,0.327,5,7,7.2
E028,14,High,16,8,0.515,2,2,23.9,19,175.4,11.2,5,1,2,0.253,4,5,9.9
E028,15,High,16,5,0.358,2,2,18.8,18,102.7,10.5,5,1,2,0.496,5,6,7.2
E028,16,High,9,4,0.502,1,1,19.4,18,162.8,10.8,6,1,2,0.355,4,8,7.8
E029,1,Low,16,15,0.99,0,6,79.3,3,12.5,8.7,0,5,0,0.023,1,0,1.8
E029,2,Low,8,6,0.866,0,6,114.9,5,11.3,8.6,0,4,0,0.064,0,1,2.4
E029,3,Low,9,8,0.956,0,4,80.9,4,29.8,8.4,1,3,0,0.065,1,1,1.2
E029,4,Low,9,7,0.858,0,5,76.5,2,15.7,8.6,0,3,0,0.047,0,0,2.0
E029,5,Low,8,7,0.98,0,6,61.9,3,18.4,9.0,1,4,0,0.079,1,1,1.5
E029,6,Low,13,12,0.983,0,4,111.5,4,10.7,8.1,0,5,0,0.04,1,0,1.2
E029,7,Medium,13,9,0.714,1,4,30.0,6,97.1,9.4,4,1,0,0.164,2,4,4.4
E029,8,Medium,16,13,0.836,1,3,44.8,6,72.2,11.5,3,2,1,0.145,2,3,4.6
E029,9,Medium,8,6,0.81,0,3,51.5,12,47.4,9.2,4,2,0,0.106,2,2,4.2
E029,10,Medium,14,11,0.832,2,4,52.1,13,50.1,11.6,3,2,1,0.215,3,4,4.0
E029,11,Medium,8,6,0.836,0,2,38.5,12,92.7,11.9,3,2,1,0.124,2,3,4.3
E029,12,High,14,6,0.471,2,2,23.1,14,151.6,10.6,5,1,2,0.448,5,5,7.6
E029,13,High,17,6,0.393,1,1,15.2,16,128.2,10.2,5,0,2,0.279,4,5,8.5
E029,14,High,14,4,0.337,1,1,22.4,21,162.0,11.4,7,0,1,0.408,4,5,8.6
E029,15,High,11,6,0.602,2,2,23.9,16,105.5,11.3,6,1,2,0.482,5,7,9.5
E029,16,High,8,3,0.488,1,2,12.6,15,177.4,12.6,7,1,2,0.4,4,8,8.1
E030,1,Low,17,14,0.879,0,6,108.1,3,15.1,8.0,0,5,0,0.032,1,1,1.1
E030,2,Low,9,8,0.897,0,5,103.5,5,9.6,7.8,0,4,0,0.038,0,1,2.8
E030,3,Low,14,12,0.91,0,5,108.7,5,37.0,7.3,1,4,0,0.032,0,0,2.1
E030,4,Low,11,9,0.892,0,5,92.1,3,29.2,7.6,0,4,0,0.032,1,0,1.2
E030,5,Low,17,16,0.993,1,6,112.9,2,12.6,8.0,1,3,0,0.072,1,1,2.0
E030,6,Low,10,9,0.901,0,4,86.7,2,7.6,8.8,0,3,0,0.038,1,0,1.6
E030,7,Medium,8,5,0.732,0,4,55.0,13,87.6,11.8,4,2,1,0.182,3,2,5.5
E030,8,Medium,17,11,0.66,1,3,31.9,13,67.0,11.2,3,2,1,0.128,2,3,5.1
E030,9,Medium,17,12,0.763,2,2,52.5,10,62.8,9.3,2,2,0,0.192,3,3,4.6
E030,10,Medium,9,6,0.75,0,2,48.5,11,66.8,9.4,3,2,0,0.154,2,4,4.8
E030,11,Medium,11,7,0.679,1,4,58.2,12,83.9,11.3,3,2,0,0.151,2,3,4.1
E030,12,High,14,4,0.341,1,2,26.8,19,147.8,11.6,7,1,2,0.396,6,5,7.3
E030,13,High,15,8,0.588,2,1,15.5,16,113.2,12.8,5,0,1,0.285,5,5,8.6
E030,14,High,9,3,0.41,1,1,24.1,15,153.4,11.7,6,0,2,0.424,5,8,7.3
E030,15,High,11,3,0.318,0,2,12.0,16,124.2,12.1,7,1,2,0.292,5,5,8.9
E030,16,High,15,7,0.498,2,1,28.5,14,157.7,10.7,5,0,1,0.406,6,8,8.5
E031,1,Low,12,10,0.892,0,4,103.7,2,32.2,7.4,0,4,0,0.046,1,1,1.9
E031,2,Low,17,16,0.971,1,5,64.2,5,36.9,8.0,0,4,0,0.064,1,0,1.9
E031,3,Low,15,14,0.988,0,5,63.0,4,29.6,8.0,1,3,0,0.051,0,0,1.5
E031,4,Low,17,15,0.921,0,5,64.5,2,18.3,8.7,1,5,0,0.035,0,1,1.8
E031,5,Low,9,8,0.937,0,6,107.5,2,2.1,8.7,0,5,0,0.023,1,0,2.7
E031,6,Low,12,10,0.865,0,4,62.4,4,34.4,7.7,1,4,0,0.041,1,0,2.8
E031,7,Medium,10,6,0.669,0,2,59.0,7,73.9,10.5,2,2,0,0.143,2,3,4.9
E031,8,Medium,10,6,0.688,1,4,38.5,6,45.7,10.3,2,2,1,0.237,2,3,5.1
E031,9,Medium,12,8,0.715,1,3,45.5,7,70.9,9.3,4,2,1,0.18,2,3,5.4
E031,10,Medium,16,11,0.725,2,3,47.3,13,42.1,11.2,2,2,0,0.232,2,4,5.8
E031,11,Medium,17,11,0.675,1,3,55.3,13,94.5,11.3,4,1,0,0.128,2,3,4.9
E031,12,High,15,9,0.621,2,1,16.5,21,120.2,11.8,7,1,1,0.283,5,5,10.0
E031,13,High,15,7,0.492,2,1,16.4,17,135.7,13.3,5,1,1,0.385,5,8,8.2
E031,14,High,16,5,0.341,2,2,28.7,18,135.6,12.0,6,1,1,0.485,4,5,7.6
E031,15,High,9,5,0.56,1,2,30.0,16,163.8,13.0,5,0,1,0.311,5,8,9.9
E031,16,High,14,4,0.316,1,2,29.5,17,119.1,12.5,5,0,1,0.295,6,6,7.7
E032,1,Low,8,7,0.891,0,5,83.6,2,5.3,7.5,1,4,0,0.075,1,0,1.6
E032,2,Low,13,11,0.875,0,5,67.1,4,2.3,8.2,1,4,0,0.029,0,1,2.3
E032,3,Low,10,8,0.862,0,6,84.6,4,10.3,8.9,1,5,0,0.068,0,0,2.5
E032,4,Low,11,10,0.927,0,6,114.6,5,14.4,8.1,0,5,0,0.047,1,1,1.6
E032,5,Low,17,16,0.964,0,4,65.0,2,39.9,7.9,1,5,0,0.022,1,0,2.7
E032,6,Low,9,8,0.974,0,4,63.7,4,38.9,8.0,0,3,0,0.048,0,0,1.6
E032,7,Medium,14,9,0.683,1,4,44.1,12,40.6,9.2,4,2,1,0.151,3,3,4.7
E032,8,Medium,16,13,0.819,1,3,37.6,8,99.0,9.2,2,2,0,0.142,2,3,4.1
E032,9,Medium,8,5,0.659,1,3,34.0,12,64.9,11.8,4,1,0,0.218,2,2,5.5
E032,10,Medium,14,10,0.758,1,4,46.1,7,55.1,10.5,2,1,0,0.15,2,4,4.1
E032,11,Medium,10,6,0.66,0,3,38.4,9,55.8,10.4,4,2,0,0.142,3,2,6.0
E032,12,High,14,8,0.579,2,1,11.7,16,158.4,11.4,5,0,2,0.329,4,6,7.9
E032,13,High,17,9,0.542,4,2,16.7,18,127.8,13.2,5,1,1,0.487,6,6,7.5
E032,14,High,8,4,0.62,1,1,10.3,20,142.7,12.8,7,0,1,0.499,4,6,8.6
E032,15,High,16,9,0.6,3,2,13.4,19,110.3,10.2,5,0,2,0.386,5,5,8.5
E032,16,High,10,5,0.527,1,2,17.4,21,165.4,10.1,5,0,2,0.358,6,8,8.5
E033,1,Low,13,12,0.936,0,6,80.3,5,9.5,7.4,0,4,0,0.036,0,1,2.3
E033,2,Low,14,12,0.917,0,5,64.8,5,34.5,7.3,0,4,0,0.072,1,0,2.4
E033,3,Low,11,9,0.908,0,5,75.7,2,34.7,7.5,0,5,0,0.077,0,1,1.7
E033,4,Low,8,7,0.976,0,4,113.3,3,21.0,8.4,0,3,0,0.023,1,0,1.8
E033,5,Low,17,16,0.962,0,6,89.5,2,28.4,7.0,1,5,0,0.045,1,0,2.2
E033,6,Low,10,9,0.968,0,6,100.9,4,34.0,7.8,0,5,0,0.02,1,1,3.0
E033,7,Medium,8,5,0.69,1,4,30.9,7,65.0,9.9,4,2,1,0.243,2,2,4.4
E033,8,Medium,15,11,0.768,2,3,33.8,12,82.9,9.8,4,1,1,0.206,2,2,4.7
E033,9,Medium,13,10,0.815,1,4,42.6,9,54.5,9.2,3,1,0,0.14,2,2,5.7
E033,10,Medium,14,10,0.781,2,2,31.8,6,99.6,11.3,3,2,1,0.204,3,3,4.6
E033,11,Medium,15,12,0.814,2,3,59.5,10,81.6,12.0,2,1,0,0.185,2,3,4.3
E033,12,High,15,6,0.447,2,2,15.5,16,120.9,12.1,6,0,1,0.392,5,8,8.6
E033,13,High,13,4,0.309,1,1,19.8,15,174.4,10.5,5,1,2,0.362,6,7,9.8
E033,14,High,13,7,0.541,1,1,22.4,19,164.6,13.1,5,0,2,0.26,4,5,8.9
E033,15,High,9,5,0.574,1,1,10.7,19,106.8,13.5,7,0,2,0.386,5,7,9.1
E033,16,High,11,4,0.375,1,2,12.1,16,139.1,12.1,5,0,2,0.277,6,8,9.6
E034,1,Low,9,8,0.944,0,6,78.9,2,2.0,7.5,1,5,0,0.036,1,0,2.9
E034,2,Low,11,10,0.995,0,5,90.4,4,29.4,7.6,0,4,0,0.04,1,1,1.5
